id,email,display_name,phone,parent_name,parent_email,entry_level,target_outcome,status,created_at,updated_at
00001b6a-1f52-233a-2722-000000002b0a,student1@email.com,Student 1,555-1001,Parent 1,parent1@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001b71-1f59-2341-2729-000000002b11,student2@email.com,Student 2,555-1002,Parent 2,parent2@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001b78-1f60-2348-2730-000000002b18,student3@email.com,Student 3,555-1003,Parent 3,parent3@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001b7f-1f67-234f-2737-000000002b1f,student4@email.com,Student 4,555-1004,Parent 4,parent4@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001b86-1f6e-2356-273e-000000002b26,student5@email.com,Student 5,555-1005,Parent 5,parent5@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001b8d-1f75-235d-2745-000000002b2d,student6@email.com,Student 6,555-1006,Parent 6,parent6@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001b94-1f7c-2364-274c-000000002b34,student7@email.com,Student 7,555-1007,Parent 7,parent7@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001b9b-1f83-236b-2753-000000002b3b,student8@email.com,Student 8,555-1008,Parent 8,parent8@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001ba2-1f8a-2372-275a-000000002b42,student9@email.com,Student 9,555-1009,Parent 9,parent9@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001ba9-1f91-2379-2761-000000002b49,student10@email.com,Student 10,555-1010,Parent 10,parent10@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001bb0-1f98-2380-2768-000000002b50,student11@email.com,Student 11,555-1011,Parent 11,parent11@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001bb7-1f9f-2387-276f-000000002b57,student12@email.com,Student 12,555-1012,Parent 12,parent12@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001bbe-1fa6-238e-2776-000000002b5e,student13@email.com,Student 13,555-1013,Parent 13,parent13@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001bc5-1fad-2395-277d-000000002b65,student14@email.com,Student 14,555-1014,Parent 14,parent14@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001bcc-1fb4-239c-2784-000000002b6c,student15@email.com,Student 15,555-1015,Parent 15,parent15@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001bd3-1fbb-23a3-278b-000000002b73,student16@email.com,Student 16,555-1016,Parent 16,parent16@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001bda-1fc2-23aa-2792-000000002b7a,student17@email.com,Student 17,555-1017,Parent 17,parent17@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001be1-1fc9-23b1-2799-000000002b81,student18@email.com,Student 18,555-1018,Parent 18,parent18@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001be8-1fd0-23b8-27a0-000000002b88,student19@email.com,Student 19,555-1019,Parent 19,parent19@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001bef-1fd7-23bf-27a7-000000002b8f,student20@email.com,Student 20,555-1020,Parent 20,parent20@email.com,Beginner,5.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001bf6-1fde-23c6-27ae-000000002b96,student21@email.com,Student 21,555-1021,Parent 21,parent21@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001bfd-1fe5-23cd-27b5-000000002b9d,student22@email.com,Student 22,555-1022,Parent 22,parent22@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c04-1fec-23d4-27bc-000000002ba4,student23@email.com,Student 23,555-1023,Parent 23,parent23@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c0b-1ff3-23db-27c3-000000002bab,student24@email.com,Student 24,555-1024,Parent 24,parent24@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c12-1ffa-23e2-27ca-000000002bb2,student25@email.com,Student 25,555-1025,Parent 25,parent25@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c19-2001-23e9-27d1-000000002bb9,student26@email.com,Student 26,555-1026,Parent 26,parent26@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c20-2008-23f0-27d8-000000002bc0,student27@email.com,Student 27,555-1027,Parent 27,parent27@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c27-200f-23f7-27df-000000002bc7,student28@email.com,Student 28,555-1028,Parent 28,parent28@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c2e-2016-23fe-27e6-000000002bce,student29@email.com,Student 29,555-1029,Parent 29,parent29@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c35-201d-2405-27ed-000000002bd5,student30@email.com,Student 30,555-1030,Parent 30,parent30@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c3c-2024-240c-27f4-000000002bdc,student31@email.com,Student 31,555-1031,Parent 31,parent31@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c43-202b-2413-27fb-000000002be3,student32@email.com,Student 32,555-1032,Parent 32,parent32@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c4a-2032-241a-2802-000000002bea,student33@email.com,Student 33,555-1033,Parent 33,parent33@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c51-2039-2421-2809-000000002bf1,student34@email.com,Student 34,555-1034,Parent 34,parent34@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c58-2040-2428-2810-000000002bf8,student35@email.com,Student 35,555-1035,Parent 35,parent35@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c5f-2047-242f-2817-000000002bff,student36@email.com,Student 36,555-1036,Parent 36,parent36@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c66-204e-2436-281e-000000002c06,student37@email.com,Student 37,555-1037,Parent 37,parent37@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c6d-2055-243d-2825-000000002c0d,student38@email.com,Student 38,555-1038,Parent 38,parent38@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c74-205c-2444-282c-000000002c14,student39@email.com,Student 39,555-1039,Parent 39,parent39@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c7b-2063-244b-2833-000000002c1b,student40@email.com,Student 40,555-1040,Parent 40,parent40@email.com,Intermediate,6,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c82-206a-2452-283a-000000002c22,student41@email.com,Student 41,555-1041,Parent 41,parent41@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c89-2071-2459-2841-000000002c29,student42@email.com,Student 42,555-1042,Parent 42,parent42@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c90-2078-2460-2848-000000002c30,student43@email.com,Student 43,555-1043,Parent 43,parent43@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c97-207f-2467-284f-000000002c37,student44@email.com,Student 44,555-1044,Parent 44,parent44@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001c9e-2086-246e-2856-000000002c3e,student45@email.com,Student 45,555-1045,Parent 45,parent45@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001ca5-208d-2475-285d-000000002c45,student46@email.com,Student 46,555-1046,Parent 46,parent46@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cac-2094-247c-2864-000000002c4c,student47@email.com,Student 47,555-1047,Parent 47,parent47@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cb3-209b-2483-286b-000000002c53,student48@email.com,Student 48,555-1048,Parent 48,parent48@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cba-20a2-248a-2872-000000002c5a,student49@email.com,Student 49,555-1049,Parent 49,parent49@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cc1-20a9-2491-2879-000000002c61,student50@email.com,Student 50,555-1050,Parent 50,parent50@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cc8-20b0-2498-2880-000000002c68,student51@email.com,Student 51,555-1051,Parent 51,parent51@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001ccf-20b7-249f-2887-000000002c6f,student52@email.com,Student 52,555-1052,Parent 52,parent52@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cd6-20be-24a6-288e-000000002c76,student53@email.com,Student 53,555-1053,Parent 53,parent53@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cdd-20c5-24ad-2895-000000002c7d,student54@email.com,Student 54,555-1054,Parent 54,parent54@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001ce4-20cc-24b4-289c-000000002c84,student55@email.com,Student 55,555-1055,Parent 55,parent55@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001ceb-20d3-24bb-28a3-000000002c8b,student56@email.com,Student 56,555-1056,Parent 56,parent56@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cf2-20da-24c2-28aa-000000002c92,student57@email.com,Student 57,555-1057,Parent 57,parent57@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001cf9-20e1-24c9-28b1-000000002c99,student58@email.com,Student 58,555-1058,Parent 58,parent58@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d00-20e8-24d0-28b8-000000002ca0,student59@email.com,Student 59,555-1059,Parent 59,parent59@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d07-20ef-24d7-28bf-000000002ca7,student60@email.com,Student 60,555-1060,Parent 60,parent60@email.com,Upper-Intermediate,6.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d0e-20f6-24de-28c6-000000002cae,student61@email.com,Student 61,555-1061,Parent 61,parent61@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d15-20fd-24e5-28cd-000000002cb5,student62@email.com,Student 62,555-1062,Parent 62,parent62@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d1c-2104-24ec-28d4-000000002cbc,student63@email.com,Student 63,555-1063,Parent 63,parent63@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
